"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","资产规模","总发行量","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅"
"1296","RFFC","RiverFront Dynamic US Flex-Cap ETF","46.237","-0.007","-0.01%","0.00%","-2.99%","-2.93%","0.000","0.000","0","0","5105","236817","46.100","46.244","46.499","46.100","0.73","-0.37","0.86","3.05","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3339.98万","700000","-1.23%","-2.16%","4.51%","1.39%","9.59%"
"1297","IEUS","iShares安硕MSCI欧洲小市值ETF基","60.290","-0.010","-0.02%","-0.08%","-12.75%","-13.38%","0.000","0.000","0","0","10571","637720","60.010","60.300","60.530","60.000","0.38","-0.08","0.88","0.62","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.69亿","2800000","-2.02%","-0.95%","5.42%","-14.09%","-9.92%"
"1298","OALC","ONEASCENT LARGE CAP CORE ETF","22.739","-0.004","-0.02%","-0.09%","-6.47%","-9.57%","0.000","0.000","0","0","23702","540755","22.720","22.744","22.870","22.720","0.91","-0.09","0.66","0.94","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5820.10万","2600000","-0.75%","-0.70%","5.45%","-9.86%","-9.86%"
"1299","FLOT","浮动利率债ETF-iShares","50.530","-0.010","-0.02%","-0.02%","-0.24%","-0.28%","0.000","0.000","0","0","1513398","76476702","50.530","50.540","50.540","50.520","0.82","0.00","0.04","0.50","0.00%","50.540","50.530","0.00%","0.00%","1010.8","1440003.94","0.00","0.00","0.000","0.000","92.90亿","184000000","-0.06%","0.12%","0.38%","-0.34%","-0.02%"
"1300","MUNI","PIMCO Intermediate Municipal Bond ETF","52.610","-0.010","-0.02%","-0.02%","-5.55%","-6.02%","0.000","0.000","0","0","256471","13486268","52.560","52.620","52.620","52.540","1.86","0.00","0.15","0.77","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","7.28亿","13800000","-0.66%","-0.85%","-2.28%","-5.68%","-5.41%"
"1301","PDEC","Innovator S&P 500 Power Buffer ETF - December","31.080","-0.006","-0.02%","-0.03%","-1.83%","-2.20%","0.000","0.000","0","0","10370","322354","31.090","31.086","31.120","31.000","0.14","-0.03","0.39","1.62","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.36亿","7600000","-0.36%","-0.32%","3.92%","0.45%","3.26%"
"1302","MIDE","XTRACKERS S&P MIDCAP 400 ESG ETF","26.148","-0.005","-0.02%","0.00%","-6.31%","-6.99%","0.000","0.000","0","0","0","0","26.153","26.153","0.000","0.000","0.00","-0.02","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1050.00万","400000","-3.38%","-3.50%","1.62%","-3.79%","-0.47%"
"1303","BALT","INNOVATOR DEFINED WEALTH SHIELD ETF","25.830","-0.005","-0.02%","0.00%","-0.32%","-0.39%","0.000","0.000","0","0","8362","216047","25.840","25.835","25.850","25.790","0.21","0.00","0.23","0.13","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.00亿","3900000","-0.12%","-0.19%","0.12%","0.06%","0.53%"
"1304","GSEU","Goldman Sachs ActiveBeta Europe Equity ETF","33.454","-0.007","-0.02%","0.00%","-10.55%","-10.44%","0.000","0.000","0","0","814","27255","33.310","33.461","33.570","33.310","0.14","-0.35","0.78","0.90","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1999.98万","600000","-1.55%","-0.36%","6.81%","-7.89%","-2.75%"
"1305","BSBE","Invesco BulletShares 2022 USD Emerging Markets Debt ETF","24.145","-0.005","-0.02%","0.00%","-4.89%","-4.97%","0.000","0.000","0","0","1831","44189","24.140","24.150","24.145","24.120","0.14","0.10","0.10","0.22","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3150.03万","1300000","-0.08%","0.13%","1.01%","-4.72%","-4.89%"
"1306","VEA","EAFE指数ETF-Vanguard MSCI","47.500","-0.010","-0.02%","0.06%","-8.00%","-6.81%","0.000","0.000","0","0","18270672","868366277","47.340","47.510","47.680","47.260","0.82","0.04","0.88","1.08","0.00%","47.510","47.550","0.00%","0.11%","14728.06","191211.821","0.02","1.03","0.000","+0.050","1057.40亿","2228500000","-1.96%","-1.39%","5.39%","-6.50%","-3.52%"
"1307","SHM","SPDR纽文彭博巴克莱短期地方债ETF","47.100","-0.010","-0.02%","0.01%","-3.49%","-4.08%","0.000","0.000","0","0","786284","37020662","47.080","47.110","47.100","47.030","0.76","0.01","0.15","1.34","0.00%","47.110","47.059","0.00%","-0.09%","47.11","94.12","0.00","0.00","0.000","-0.040","49.13亿","104200000","-0.37%","-0.57%","-1.48%","-4.28%","-4.45%"
"1308","BSCE","Invesco BulletShares 2023 USD Emerging Markets Debt ETF","23.495","-0.005","-0.02%","0.00%","-8.58%","-8.69%","0.000","0.000","0","0","9921","232955","23.471","23.500","23.530","23.470","0.66","0.02","0.26","2.05","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3529.95万","1500000","-0.40%","-0.19%","0.62%","-8.96%","-8.57%"
"1309","FPFD","FIDELITY PREFERRED SECURITIES & INCOME ETF","22.470","-0.005","-0.02%","-0.07%","-9.10%","-9.63%","0.000","0.000","0","0","32821","738662","22.570","22.475","22.570","22.440","2.19","-0.07","0.58","0.57","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3240.00万","1500000","-1.38%","0.16%","-0.41%","-9.60%","-7.96%"
"1310","JPSE","JPMorgan Diversified Return U.S. Small Cap Equity ETF","42.570","-0.010","-0.02%","-0.30%","-5.81%","-7.33%","0.000","0.000","0","0","11474","490348","42.607","42.580","42.895","42.515","0.24","0.13","0.89","0.39","0.00%","42.580","0.000","0.00%","0.00%","42.58","0","0.00","0.00","0.000","0.000","2.02亿","4700000","-3.80%","-3.67%","0.23%","-4.26%","0.00%"
"1311","DAPR","FT CBOE VEST U.S. EQUITY DEEP BUFFER ETF - APRIL","31.779","-0.008","-0.02%","0.00%","0.57%","0.49%","0.000","0.000","0","0","8413","267621","31.730","31.786","31.890","31.671","0.29","0.03","0.69","0.62","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","9030.02万","2900000","-0.04%","0.37%","5.09%","2.51%","5.72%"
"1312","IHE","iShares安硕美国医药ETF","201.770","-0.050","-0.02%","0.00%","3.30%","1.49%","0.000","0.000","0","0","12766","2580595","201.690","201.820","202.770","201.085","0.61","0.02","0.84","1.60","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4.17亿","2100000","3.06%","3.48%","8.07%","11.38%","16.50%"
"1313","FYT","First Trust小盘股价值型AlphaDE","49.330","-0.012","-0.02%","-0.10%","-7.79%","-6.94%","0.000","0.000","0","0","18772","928614","49.370","49.342","49.910","49.120","0.35","-0.04","1.60","0.54","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.61亿","5300000","-3.93%","-5.50%","-2.80%","-3.92%","-2.21%"
"1314","DBND","DOUBLELINE OPPORTUNISTIC BOND ETF","49.540","-0.012","-0.02%","-0.02%","-0.23%","-0.23%","0.000","0.000","0","0","662","32796","49.530","49.552","49.550","49.530","0.00","-0.02","0.04","0.21","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-0.23%","-0.23%","-0.23%","-0.23%","-0.23%"
"1315","FPEI","First Trust Institutional Preferred Securities & Income ETF","19.345","-0.005","-0.03%","-0.03%","-3.92%","-4.07%","0.000","0.000","0","0","162144","3136888","19.340","19.350","19.370","19.330","0.56","0.00","0.21","0.84","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5.58亿","28900000","-0.41%","0.60%","1.19%","-4.33%","-1.20%"
"1316","LEGR","First Trust Index Digital Transaction & Process Technology ETF","39.610","-0.010","-0.03%","0.00%","-11.86%","-8.65%","0.000","0.000","0","0","4578","181352","39.480","39.620","39.848","39.421","0.12","0.00","1.08","0.25","0.00%","39.620","0.000","0.00%","0.00%","39.62","0","0.00","0.00","0.000","0.000","1.50亿","3700000","-2.20%","-1.37%","5.34%","-9.17%","-1.62%"
"1317","LEXI","ALEXIS PRACTICAL TACTICAL ETF","25.468","-0.006","-0.03%","0.00%","-4.84%","-5.95%","0.000","0.000","0","0","0","0","25.474","25.474","0.000","0.000","0.00","-0.03","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5379.99万","2100000","-1.22%","-1.58%","4.02%","-1.12%","1.99%"
"1318","ESGE","iShares Inc iShares ESG Aware ETF","36.460","-0.010","-0.03%","-0.03%","-11.87%","-8.28%","0.000","0.000","0","0","1183232","43245179","36.550","36.470","36.670","36.430","0.67","0.00","0.66","0.39","0.00%","36.470","0.000","0.00%","0.00%","145.88","0","0.00","0.00","0.000","0.000","65.07亿","176200000","-2.38%","-0.57%","5.99%","-12.91%","-14.23%"
"1319","BJAN","INNOVATOR ETFS TRUST","35.870","-0.010","-0.03%","-0.17%","-3.33%","-3.81%","0.000","0.000","0","0","5819","209019","35.820","35.880","35.985","35.780","0.09","-0.17","0.57","0.04","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.28亿","6400000","-0.88%","-0.86%","5.01%","-2.33%","3.19%"
"1320","FLRG","FIDELITY U.S. MULTIFACTOR ETF","25.654","-0.007","-0.03%","0.00%","-5.01%","-5.56%","0.000","0.000","0","0","4856","124278","25.580","25.661","25.654","25.580","0.69","0.25","0.29","0.30","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1809.99万","700000","-0.30%","-0.43%","5.72%","0.61%","10.65%"
"1321","TLTD","FlexShares晨星发达市场除美国因素指数","67.161","-0.019","-0.03%","0.00%","-8.43%","-6.51%","0.000","0.000","0","0","13142","882763","66.900","67.180","67.359","66.880","0.15","0.00","0.71","0.64","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5.94亿","8800000","-2.09%","-2.07%","4.02%","-6.97%","-3.50%"
"1322","QVMM","INVESCO S&P MIDCAP 400 QVM MULTI-FACTOR ETF","24.162","-0.007","-0.03%","0.00%","-6.74%","-7.97%","0.000","0.000","0","0","0","0","24.168","24.168","0.000","0.000","0.00","-0.03","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.97亿","8100000","-3.35%","-3.69%","1.47%","-4.38%","-2.26%"
"1323","SLX","VanEck Vectors钢指数基金","67.520","-0.020","-0.03%","-0.03%","17.00%","26.94%","0.000","0.000","0","0","62185","4209220","67.870","67.540","68.000","67.250","2.70","0.00","1.11","0.91","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.55亿","2300000","-2.34%","-3.25%","7.16%","24.68%","26.71%"
"1324","ISCF","iShares MSCI Intl Small-Cap Multifactor ETF","33.830","-0.010","-0.03%","0.01%","-6.91%","-6.68%","0.000","0.000","0","0","51491","1739460","33.660","33.840","33.860","33.601","0.89","0.01","0.77","2.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.96亿","5800000","-2.00%","-2.54%","3.14%","-6.76%","-3.08%"
"1325","PTMC","Pacer Trendpilot 450 ETF","34.550","-0.010","-0.03%","0.00%","-4.56%","-5.55%","0.000","0.000","0","0","21887","756116","34.550","34.560","34.560","34.517","0.17","0.00","0.13","1.10","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4.42亿","12800000","-0.06%","0.09%","0.03%","-3.67%","-2.00%"
"1326","JPST","JPMorgan Ultra-Short Income ETF","50.240","-0.015","-0.03%","-0.02%","-0.38%","-0.38%","0.000","0.000","0","0","2677455","134544415","50.240","50.255","50.260","50.240","0.71","-0.02","0.04","0.68","0.00%","50.255","50.240","0.00%","0.00%","251.275","40242.26","0.00","0.04","0.000","0.000","190.33亿","379000000","0.04%","0.05%","0.03%","-0.51%","-0.31%"
"1327","JMST","JPMorgan Ultra-Short Municipal Income ETF","50.505","-0.015","-0.03%","0.01%","-0.88%","-1.03%","0.000","0.000","0","0","1459465","73720524","50.550","50.520","50.560","50.490","2.02","0.00","0.14","1.77","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","36.50亿","72200000","-0.23%","-0.26%","-0.42%","-0.99%","-0.81%"
"1328","XJUN","FT CBOE VEST U.S. EQUITY ENHANCE & MODERATE BUFFER ETF - JUNE","30.563","-0.009","-0.03%","0.00%","-0.18%","-0.24%","0.000","0.000","0","0","1623","49719","30.670","30.572","30.680","30.563","0.41","-0.38","0.38","0.27","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1220.00万","400000","-0.31%","-0.16%","3.23%","1.55%","2.70%"
"1329","ROUS","Hartford Multifactor U.S. Equity ETF","42.290","-0.013","-0.03%","-0.38%","-2.49%","-3.53%","0.000","0.000","0","0","5738","243395","42.321","42.303","42.520","42.200","0.07","-0.38","0.76","0.04","0.00%","42.302","0.000","0.00%","0.00%","42.303","0","0.00","0.00","0.000","0.000","3.51亿","8400000","0.25%","0.19%","5.83%","3.39%","10.61%"
"1330","TBUX","T Rowe Price Ultra Short-Term Bond ETF","49.245","-0.015","-0.03%","0.00%","-0.93%","-0.90%","0.000","0.000","0","0","8013","394803","49.264","49.260","49.280","49.245","1.15","-0.07","0.07","2.58","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3320.03万","700000","0.04%","0.02%","-0.21%","-1.18%","-1.30%"
"1331","MSMR","MCELHENNY SHEFFIELD MANAGED RISK ETF","22.450","-0.007","-0.03%","0.00%","-6.67%","-9.07%","0.000","0.000","0","0","2862","64252","22.450","22.457","22.450","22.450","0.24","0.00","0.00","0.72","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2580.00万","1200000","-0.28%","-0.13%","-1.30%","-10.15%","-10.15%"
"1332","VSS","领航富时全球(美国除外)小盘股ETF","122.580","-0.040","-0.03%","0.03%","-8.30%","-8.50%","0.000","0.000","0","0","196898","24161582","122.560","122.620","123.039","122.140","0.27","-0.02","0.73","0.30","0.00%","122.620","122.580","0.00%","0.00%","2942.88","980.64","0.00","0.00","0.000","0.000","90.50亿","73500000","-2.07%","-1.50%","3.54%","-9.11%","-4.95%"
"1333","FLRN","SPDR彭博巴克莱投资级浮息券指数","30.500","-0.010","-0.03%","0.02%","-0.20%","-0.20%","0.000","0.000","0","0","2172347","66270279","30.520","30.510","30.520","30.480","2.21","0.00","0.13","1.22","0.00%","30.510","30.500","0.00%","0.00%","8908.92","1870229.5","0.00","0.00","0.000","0.000","29.99亿","98400000","0.00%","0.20%","0.37%","-0.27%","-0.01%"
"1334","RWR","SPDR道琼斯REIT ETF","117.890","-0.040","-0.03%","0.00%","-0.27%","-3.07%","0.000","0.000","0","0","80355","9482260","117.910","117.930","118.370","117.280","0.45","0.04","0.92","0.61","0.00%","117.930","0.000","0.00%","0.00%","18632.94","0","0.00","0.00","0.000","0.000","21.28亿","17900000","-1.29%","2.38%","5.71%","6.39%","24.84%"
"1335","PSEP","INNOVATOR ETFS TRUST S&P 500 PWR BUFFER ETF","29.960","-0.010","-0.03%","0.00%","-1.35%","-1.41%","0.000","0.000","0","0","14141","423630","29.970","29.970","29.993","29.905","0.15","0.00","0.29","0.31","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.81亿","9400000","-0.23%","-0.23%","4.06%","0.91%","3.19%"
"1336","BYTE","ROUNDHILL IO DIGITAL INFRASTRUCTURE ETF","13.880","-0.005","-0.03%","0.00%","-3.77%","-8.14%","0.000","0.000","0","0","720","10022","13.930","13.885","13.930","13.880","0.36","-0.36","0.36","0.73","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","250.00万","200000","-0.55%","1.42%","9.34%","-6.30%","-6.30%"
"1337","NUDM","NuShares ESG International Developed Markets Equity ETF","28.450","-0.010","-0.04%","0.14%","-9.28%","-8.20%","0.000","0.000","0","0","107234","3050623","28.310","28.460","28.565","28.250","1.39","0.14","1.11","1.27","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.18亿","7700000","-1.83%","-1.01%","6.12%","-9.72%","-6.84%"
"1338","IAPR","INNOVATOR MSCI EAFE POWER BUFFER ETF-APRIL","24.525","-0.009","-0.04%","-0.21%","-5.81%","-5.18%","0.000","0.000","0","0","25120","617227","24.530","24.534","24.620","24.485","1.68","-0.21","0.55","0.11","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3540.00万","1500000","-1.54%","-0.61%","0.27%","-5.09%","-3.29%"
"1339","EMNT","PIMCO ENHANCED SHORT MATURITY ACTIVE ESG ETF","98.989","-0.037","-0.04%","0.00%","-0.95%","-1.01%","0.000","0.000","0","0","7850","776965","98.985","99.025","99.000","98.970","0.44","-0.00","0.03","0.61","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.75亿","1800000","0.02%","-0.08%","-0.36%","-1.10%","-0.95%"
"1340","MGMT","BALLAST SMALL/MID CAP ETF","34.144","-0.013","-0.04%","-0.48%","-9.30%","-8.95%","0.000","0.000","0","0","26267","899313","33.830","34.156","34.420","33.830","1.46","-0.48","1.73","4.19","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5990.04万","1800000","-3.59%","-3.85%","-2.01%","-6.66%","0.33%"
"1341","FXF","瑞士法郎ETF-CurrencyShares","96.139","-0.036","-0.04%","0.00%","-2.43%","-2.66%","0.000","0.000","0","0","9562","918570","95.920","96.175","96.205","95.850","0.37","-0.02","0.37","0.53","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.49亿","2600000","-0.96%","-0.44%","0.00%","-1.72%","-2.34%"
"1342","IWR","iShares安硕罗素中盘ETF","77.040","-0.030","-0.04%","0.03%","-4.94%","-6.93%","0.000","0.000","0","0","1127742","87098790","77.100","77.070","77.640","76.660","0.29","0.04","1.27","0.50","0.00%","77.070","77.240","0.00%","0.26%","27839.86","2381698.68","0.99","0.18","0.000","+0.200","302.30亿","393000000","-1.78%","-1.37%","5.77%","-5.35%","1.91%"
"1343","IBDO","iShares iBonds Dec 2023 Term Corporate ETF","25.200","-0.010","-0.04%","0.02%","-1.29%","-1.44%","0.000","0.000","0","0","289777","7301045","25.190","25.210","25.230","25.180","0.42","0.04","0.20","0.90","0.00%","25.210","0.000","0.00%","0.00%","1084.03","0","0.00","0.00","0.000","0.000","17.34亿","68900000","-0.12%","-0.03%","-0.15%","-1.81%","-1.78%"
"1344","IBTD","ISHARES IBONDS DEC 2023 TERM TREASURY ETF","25.040","-0.010","-0.04%","0.00%","-1.54%","-1.71%","0.000","0.000","0","0","161977","4056253","25.040","25.050","25.050","25.031","6.23","0.03","0.08","1.32","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6509.88万","2600000","-0.04%","-0.17%","-0.68%","-1.96%","-2.14%"
"1345","YSEP","FT CBOE VEST INTERNATIONAL EQUITY BUFFER ETF - SEPTEMBER","18.906","-0.008","-0.04%","0.00%","-5.70%","-5.00%","0.000","0.000","0","0","2150","40788","18.905","18.913","18.990","18.905","0.43","-0.34","0.45","0.98","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","850.00万","500000","-1.09%","-0.63%","4.01%","-5.10%","-4.83%"
"1346","PZA","PowerShares全国免AMT地方债投资","24.580","-0.010","-0.04%","-0.12%","-7.79%","-8.81%","0.000","0.000","0","0","825105","20284624","24.550","24.590","24.620","24.541","0.92","-0.14","0.32","0.85","0.00%","24.590","0.000","0.00%","0.00%","73.77","0","0.00","0.00","0.000","0.000","22.24亿","89800000","-1.36%","-1.05%","-3.34%","-7.40%","-6.89%"
"1347","SMMU","PIMCO Short Term Municipal Bond ETF","49.780","-0.020","-0.04%","0.00%","-2.36%","-2.68%","0.000","0.000","0","0","218166","10860260","49.890","49.800","49.890","49.731","2.06","0.00","0.32","1.97","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5.30亿","10600000","-0.16%","-0.18%","-0.95%","-2.70%","-2.69%"
"1348","VRIG","Invesco Variable Rate Investment Grade ETF","24.940","-0.010","-0.04%","0.00%","-0.35%","-0.31%","0.000","0.000","0","0","173697","4332127","24.940","24.950","24.950","24.930","0.73","0.00","0.08","1.84","0.00%","0.000","24.940","0.00%","0.00%","0","1978939.12","0.00","0.00","0.000","0.000","5.92亿","23800000","0.08%","0.20%","0.22%","-0.36%","0.03%"
"1349","PXUS","Principal International Multi-Factor Index ETF","23.125","-0.009","-0.04%","0.00%","-7.21%","-6.79%","0.000","0.000","0","0","272390","6305829","23.150","23.135","23.150","23.125","15.13","-0.11","0.11","76.27","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4170.06万","1800000","-1.59%","-1.15%","6.01%","-5.56%","-73.55%"
"1350","PSFD","PACER SWAN SOS FLEX (DECEMBER) ETF","23.830","-0.010","-0.04%","0.00%","-2.92%","-3.28%","0.000","0.000","0","0","130183","3110182","23.840","23.839","23.929","23.830","9.30","-0.21","0.42","3.64","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3330.04万","1400000","-0.76%","-0.70%","5.05%","0.38%","6.60%"
"1351","EPS","WisdomTree U.S. Earnings 500 Fund","47.960","-0.020","-0.04%","0.01%","-4.86%","-4.43%","0.000","0.000","0","0","27162","1304161","47.860","47.980","48.250","47.830","0.19","0.07","0.88","0.57","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6.95亿","14600000","-0.89%","-1.44%","6.22%","1.23%","9.28%"
"1352","VABS","Virtus Newfleet ABS/MBS ETF","23.940","-0.010","-0.04%","0.00%","-2.62%","-2.90%","0.000","0.000","0","0","0","0","23.940","23.950","0.000","0.000","0.00","-0.04","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1560.02万","700000","-0.23%","-0.42%","-1.34%","-3.14%","-2.52%"
"1353","EBND","SPDR彭博巴克莱新兴市场本地债券","22.240","-0.010","-0.04%","-0.09%","-8.60%","-8.19%","0.000","0.000","0","0","579727","12900485","22.200","22.250","22.280","22.190","1.17","-0.09","0.40","1.60","0.00%","22.250","0.000","0.00%","0.00%","22.25","0","0.00","0.00","0.000","0.000","11.24亿","49700000","-1.94%","-0.33%","-0.20%","-9.62%","-12.77%"
